Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutantCode	AirPollutant	Projection	Longitude	Latitude	Altitude	MeasurementType	MeasurementMethod	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05771_100	SPP-Unknown	SPO_F-DEST002_05771_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5771	EC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05772_100	SPP-Unknown	SPO_F-DEST002_05772_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5772	OC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_06001_500	SPP-Unknown	SPO_F-DEST002_06001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST005			SPO-DEST005_00001_100	SPP-Unknown	SPO_F-DEST005_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST005			SPO-DEST005_00004_100	SPP-Unknown	SPO_F-DEST005_00004_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST005			SPO-DEST005_00007_100	SPP-Unknown	SPO_F-DEST005_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST005			SPO-DEST005_00008_100	SPP-Unknown	SPO_F-DEST005_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST005			SPO-DEST005_00010_100	SPP-Unknown	SPO_F-DEST005_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST005			SPO-DEST005_00038_100	SPP-Unknown	SPO_F-DEST005_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST006			SPO-DEST006_00001_600	SPP-Unknown	SPO_F-DEST006_00001_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST006			SPO-DEST006_00005_600	SPP-Unknown	SPO_F-DEST006_00005_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST006			SPO-DEST006_00007_600	SPP-Unknown	SPO_F-DEST006_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST006			SPO-DEST006_00008_600	SPP-Unknown	SPO_F-DEST006_00008_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST006			SPO-DEST006_00038_600	SPP-Unknown	SPO_F-DEST006_00038_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST007			SPO-DEST007_00001_100	SPP-Unknown	SPO_F-DEST007_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST007			SPO-DEST007_00007_600	SPP-Unknown	SPO_F-DEST007_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST009			SPO-DEST009_00001_100	SPP-Unknown	SPO_F-DEST009_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST009			SPO-DEST009_00007_600	SPP-Unknown	SPO_F-DEST009_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00001_500	SPP-Unknown	SPO_F-DEST011_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00004_500	SPP-Unknown	SPO_F-DEST011_00004_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00005_600	SPP-Unknown	SPO_F-DEST011_00005_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00007_500	SPP-Unknown	SPO_F-DEST011_00007_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00008_500	SPP-Unknown	SPO_F-DEST011_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00009_100	SPP-Unknown	SPO_F-DEST011_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00010_100	SPP-Unknown	SPO_F-DEST011_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00010_500	SPP-Unknown	SPO_F-DEST011_00010_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST011			SPO-DEST011_00038_500	SPP-Unknown	SPO_F-DEST011_00038_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST013			SPO-DEST013_00001_100	SPP-Unknown	SPO_F-DEST013_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00001_500	SPP-Unknown	SPO_F-DEST014_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00004_500	SPP-Unknown	SPO_F-DEST014_00004_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00005_600	SPP-Unknown	SPO_F-DEST014_00005_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00007_600	SPP-Unknown	SPO_F-DEST014_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00008_500	SPP-Unknown	SPO_F-DEST014_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00010_500	SPP-Unknown	SPO_F-DEST014_00010_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00010_600	SPP-Unknown	SPO_F-DEST014_00010_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST014			SPO-DEST014_00038_500	SPP-Unknown	SPO_F-DEST014_00038_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00001_500	SPP-Unknown	SPO_F-DEST015_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00004_500	SPP-Unknown	SPO_F-DEST015_00004_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00005_150	SPP-Unknown	SPO_F-DEST015_00005_150_150	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00007_500	SPP-Unknown	SPO_F-DEST015_00007_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00008_500	SPP-Unknown	SPO_F-DEST015_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00009_100	SPP-Unknown	SPO_F-DEST015_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00010_100	SPP-Unknown	SPO_F-DEST015_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00010_500	SPP-Unknown	SPO_F-DEST015_00010_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00011_100	SPP-Unknown	SPO_F-DEST015_00011_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/11	H2S	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00020_500	SPP-Unknown	SPO_F-DEST015_00020_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	C6H6	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00021_500	SPP-Unknown	SPO_F-DEST015_00021_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/21	C6H5-CH3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST015			SPO-DEST015_00038_500	SPP-Unknown	SPO_F-DEST015_00038_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST016			SPO-DEST016_00001_500	SPP-Unknown	SPO_F-DEST016_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST016			SPO-DEST016_00004_500	SPP-Unknown	SPO_F-DEST016_00004_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST016			SPO-DEST016_00008_500	SPP-Unknown	SPO_F-DEST016_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST017			SPO-DEST017_00007_600	SPP-Unknown	SPO_F-DEST017_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST018			SPO-DEST018_00001_100	SPP-Unknown	SPO_F-DEST018_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST018			SPO-DEST018_00007_600	SPP-Unknown	SPO_F-DEST018_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST019			SPO-DEST019_00001_100	SPP-Unknown	SPO_F-DEST019_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST021			SPO-DEST021_00001_600	SPP-Unknown	SPO_F-DEST021_00001_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST022			SPO-DEST022_00001_100	SPP-Unknown	SPO_F-DEST022_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST022			SPO-DEST022_00004_100	SPP-Unknown	SPO_F-DEST022_00004_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST022			SPO-DEST022_00007_100	SPP-Unknown	SPO_F-DEST022_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST022			SPO-DEST022_00008_100	SPP-Unknown	SPO_F-DEST022_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST022			SPO-DEST022_00010_100	SPP-Unknown	SPO_F-DEST022_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST022			SPO-DEST022_00038_100	SPP-Unknown	SPO_F-DEST022_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST023			SPO-DEST023_00001_500	SPP-Unknown	SPO_F-DEST023_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST023			SPO-DEST023_00007_600	SPP-Unknown	SPO_F-DEST023_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST025			SPO-DEST025_00001_600	SPP-Unknown	SPO_F-DEST025_00001_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST025			SPO-DEST025_00004_600	SPP-Unknown	SPO_F-DEST025_00004_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST025			SPO-DEST025_00007_600	SPP-Unknown	SPO_F-DEST025_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST025			SPO-DEST025_00008_600	SPP-Unknown	SPO_F-DEST025_00008_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST025			SPO-DEST025_00010_600	SPP-Unknown	SPO_F-DEST025_00010_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST025			SPO-DEST025_00038_600	SPP-Unknown	SPO_F-DEST025_00038_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST027			SPO-DEST027_00001_100	SPP-Unknown	SPO_F-DEST027_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST027			SPO-DEST027_00007_600	SPP-Unknown	SPO_F-DEST027_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST028			SPO-DEST028_00001_500	SPP-Unknown	SPO_F-DEST028_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST028			SPO-DEST028_00004_500	SPP-Unknown	SPO_F-DEST028_00004_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST028			SPO-DEST028_00005_150	SPP-Unknown	SPO_F-DEST028_00005_150_150	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST028			SPO-DEST028_00007_500	SPP-Unknown	SPO_F-DEST028_00007_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
