Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutantCode	AirPollutant	Projection	Longitude	Latitude	Altitude	MeasurementType	MeasurementMethod	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0066A	SE0066A	18643	SPO-SE0066A_00008_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0066A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	20	automatic	chemi	background	rural-nearcity			3	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0066A	SE0066A	18643	SPO-SE0066A_00009_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0066A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	20	automatic	chemi	background	rural-nearcity			3	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0066A	SE0066A	18643	SPO-SE0066A_06001_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0066A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	20	automatic	TEOM	background	rural-nearcity			3	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE005A	STA-SE0067A	SE0067A	11636	SPO-SE0067A_00005_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0067A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10	automatic	TEOM	traffic	urban			3	-999	2
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE005A	STA-SE0067A	SE0067A	11636	SPO-SE0067A_00008_100	SPP-SE_A_DOAS_opsisAR500	SPO_F-SE0067A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	10	remote	DOAS	traffic	urban			3	-999	2
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE005A	STA-SE0067A	SE0067A	11636	SPO-SE0067A_00009_100	SPP-SE_A_DOAS_opsisAR500	SPO_F-SE0067A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	10	remote	DOAS	traffic	urban			3	-999	2
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE005A	STA-SE0067A	SE0067A	11636	SPO-SE0067A_00020_100	SPP-SE_A_DOAS_opsisAR500	SPO_F-SE0067A_00020_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	C6H6	EPSG:4979	nan	nan	10	remote	DOAS	traffic	urban			3	-999	2
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE005A	STA-SE0067A	SE0067A	11636	SPO-SE0067A_06001_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0067A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	10	automatic	TEOM	traffic	urban			3	-999	2
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0068A	SE0068A	117	SPO-SE0068A_00005_100	SPP-Unknown	SPO_F-SE0068A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	140				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE011A	STA-SE0069A	SE0069A	20486	SPO-SE0069A_00005_100	SPP-Unknown	SPO_F-SE0069A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	40				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0070A	SE0070A	20414	SPO-SE0070A_00005_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0070A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	20	automatic	TEOM	traffic	urban			0	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0070A	SE0070A	20414	SPO-SE0070A_00008_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0070A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	20	automatic	chemi	traffic	urban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0070A	SE0070A	20414	SPO-SE0070A_00009_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0070A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	20	automatic	chemi	traffic	urban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0070A	SE0070A	20414	SPO-SE0070A_06001_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0070A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	20	automatic	TEOM	traffic	urban			0	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0070A	SE0070A	20414	SPO-SE0070A_06001_101	SPP-SE_A_TEOM_TEOM1400AB	SPO_F-SE0070A_06001_101_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	20	automatic	TEOM	traffic	urban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0071A	SE0071A	20415	SPO-SE0071A_00005_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0071A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	40	automatic	TEOM	traffic	suburban			0	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0072A	SE0072A	20416	SPO-SE0072A_00005_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0072A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	20	automatic	TEOM	traffic	urban			2	-999	2
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0073A	SE0073A	18475	SPO-SE0073A_00005_100	SPP-Unknown	SPO_F-SE0073A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	170				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0073A	SE0073A	18475	SPO-SE0073A_00008_100	SPP-Unknown	SPO_F-SE0073A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	170				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE010A	STA-SE0074A	SE0074A	13529	SPO-SE0074A_00005_100	SPP-Unknown	SPO_F-SE0074A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0075A	SE0075A	15382	SPO-SE0075A_00005_100	SPP-Unknown	SPO_F-SE0075A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	101				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0075A	SE0075A	15382	SPO-SE0075A_06001_100	SPP-Unknown	SPO_F-SE0075A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	101				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0076A	SE0076A	18154	SPO-SE0076A_00005_100	SPP-Unknown	SPO_F-SE0076A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0076A	SE0076A	18154	SPO-SE0076A_00008_100	SPP-Unknown	SPO_F-SE0076A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0077A	SE0077A	17823	SPO-SE0077A_00005_100	SPP-Unknown	SPO_F-SE0077A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	150				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE008A	STA-SE0078A	SE0078A	20446	SPO-SE0078A_00005_100	SPP-SE_A_TEOM_TEOM1400A	SPO_F-SE0078A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10	automatic	TEOM	traffic	urban			3	-999	10
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE008A	STA-SE0078A	SE0078A	20446	SPO-SE0078A_00008_100	SPP-SE_A_chemi_ML9841A	SPO_F-SE0078A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	10	automatic	chemi	traffic	urban			3	-999	10
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE007A	STA-SE0079A	SE0079A	21329	SPO-SE0079A_06001_100	SPP-SE_N_gravi_IVL-PModellS2-5	SPO_F-SE0079A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	150	active		traffic	urban			3	-999	3
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE013A	STA-SE0080A	SE0080A	6870	SPO-SE0080A_00007_100	SPP-Unknown	SPO_F-SE0080A_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	15				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE013A	STA-SE0080A	SE0080A	6870	SPO-SE0080A_00008_100	SPP-Unknown	SPO_F-SE0080A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	15				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE013A	STA-SE0080A	SE0080A	6870	SPO-SE0080A_00008_101	SPP-Unknown	SPO_F-SE0080A_00008_101_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	15				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE013A	STA-SE0081A	SE0081A	20488	SPO-SE0081A_00005_100	SPP-Unknown	SPO_F-SE0081A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	15				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE013A	STA-SE0081A	SE0081A	20488	SPO-SE0081A_00008_100	SPP-Unknown	SPO_F-SE0081A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	15				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE014A	STA-SE0082A	SE0082A	21744	SPO-SE0082A_06001_100	SPP-SE_N_gravi_leckelLVS3	SPO_F-SE0082A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	10	active		background	urban			7	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE014A	STA-SE0083A	SE0083A	21745	SPO-SE0083A_06001_100	SPP-SE_N_gravi_leckelLVS3	SPO_F-SE0083A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	10	active		background	urban			7	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE014A	STA-SE0084A	SE0084A	21746	SPO-SE0084A_06001_100	SPP-SE_N_gravi_leckelLVS3	SPO_F-SE0084A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	30	active		background	urban			7	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE010A	STA-SE0085A	SE0085A	11622	SPO-SE0085A_00005_100	SPP-Unknown	SPO_F-SE0085A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	2				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE010A	STA-SE0085A	SE0085A	11622	SPO-SE0085A_00008_100	SPP-Unknown	SPO_F-SE0085A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	2				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0086A	SE0086A	22626	SPO-SE0086A_00005_100	SPP-Unknown	SPO_F-SE0086A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	40				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0086A	SE0086A	22626	SPO-SE0086A_00008_100	SPP-Unknown	SPO_F-SE0086A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	40				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0086A	SE0086A	22626	SPO-SE0086A_06001_100	SPP-Unknown	SPO_F-SE0086A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	40				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0087A	SE0087A	18644	SPO-SE0087A_00005_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0087A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	20	automatic	TEOM	traffic	suburban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0087A	SE0087A	18644	SPO-SE0087A_00008_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0087A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	20	automatic	chemi	traffic	suburban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0087A	SE0087A	18644	SPO-SE0087A_00009_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0087A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	20	automatic	chemi	traffic	suburban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0087A	SE0087A	18644	SPO-SE0087A_06001_100	SPP-SE_A_TEOM_TEOM1400	SPO_F-SE0087A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	20	automatic	TEOM	traffic	suburban			2	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE007A	STA-SE0088A	SE0088A	29998	SPO-SE0088A_00005_100	SPP-SE_A_DOAS_opsisAR500	SPO_F-SE0088A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	130	remote	DOAS	traffic	urban			3	-999	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.NV.AQ		STA-SE0089A			SPO-SE0089A_00008_100	SPP-Unknown	SPO_F-SE0089A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.NV.AQ		STA-SE0090A			SPO-SE0090A_00005_100	SPP-Unknown	SPO_F-SE0090A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE016A	STA-SE0091A	SE0091A	32421	SPO-SE0091A_00005_100	SPP-Unknown	SPO_F-SE0091A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE016A	STA-SE0091A	SE0091A	32421	SPO-SE0091A_00008_100	SPP-Unknown	SPO_F-SE0091A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE016A	STA-SE0091A	SE0091A	32421	SPO-SE0091A_00009_100	SPP-Unknown	SPO_F-SE0091A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE017A	STA-SE0092A	SE0092A	24987	SPO-SE0092A_00005_100	SPP-Unknown	SPO_F-SE0092A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	48				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE018A	STA-SE0093A	SE0093A	21758	SPO-SE0093A_00005_100	SPP-Unknown	SPO_F-SE0093A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE006A	STA-SE0094A	SE0094A	24981	SPO-SE0094A_00008_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0094A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	10	automatic	chemi	traffic	urban			3	-999	25
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE006A	STA-SE0094A	SE0094A	24981	SPO-SE0094A_00009_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0094A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	10	automatic	chemi	traffic	urban			3	-999	25
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE008A	STA-SE0095A	SE0095A	32423	SPO-SE0095A_00005_100	SPP-SE_A_TEOM_TEOM1400A	SPO_F-SE0095A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	0	automatic	TEOM	traffic	urban			1	-999	4
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE008A	STA-SE0095A	SE0095A	32423	SPO-SE0095A_00008_100	SPP-SE_A_chemi_ML9841A	SPO_F-SE0095A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	0	automatic	chemi	traffic	urban			1	-999	4
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE006A	STA-SE0096A	SE0096A	24982	SPO-SE0096A_00008_100	SPP-SE_A_DOAS_opsisAR500	SPO_F-SE0096A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	20	remote	DOAS	traffic	urban			3	-999	4
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0097A	SE0097A	16422	SPO-SE0097A_00005_100	SPP-Unknown	SPO_F-SE0097A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	5				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE002A	STA-SE0098A	SE0098A	13687	SPO-SE0098A_00005_100	SPP-Unknown	SPO_F-SE0098A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	530				urban			0	0	0
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0099A	SE0099A	30430	SPO-SE0099A_00005_100	SPP-SE_A_TEOM_TEOM1400AB	SPO_F-SE0099A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	30	automatic	TEOM	traffic	urban			3	1	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0099A	SE0099A	30430	SPO-SE0099A_00008_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0099A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	30	automatic	chemi	traffic	urban			3	1	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0099A	SE0099A	30430	SPO-SE0099A_00009_100	SPP-SE_A_chemi_enrivoAC31M	SPO_F-SE0099A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	30	automatic	chemi	traffic	urban			3	1	-999
SE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SE.IVL.AQ	NET-SE004A	STA-SE0099A	SE0099A	30430	SPO-SE0099A_06001_100	SPP-SE_A_TEOM_TEOM1400AB	SPO_F-SE0099A_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	30	automatic	TEOM	traffic	urban			3	1	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00001_100	SPP-SI_A_UV-FL_ML	SPO_F-SI0001A_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	240	automatic	UV-FL	background	urban			3	-999	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00005_100	SPP-SI_A_TEOM_TEOM1400A	SPO_F-SI0001A_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	240	automatic	TEOM	background	urban			3	-999	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00005_100	SPP-SI_N_gravi_SAS-47-50	SPO_F-SI0001A_00005_100_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	240	active		background	urban			3	-999	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00007_100	SPP-SI_A_UV-P_API400	SPO_F-SI0001A_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	240	automatic	UV-P	background	urban			3	-999	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00008_100	SPP-SI_A_chemi_API200A	SPO_F-SI0001A_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	240	automatic	chemi	background	urban			3	-999	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00009_100	SPP-SI_A_chemi_API200A	SPO_F-SI0001A_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	240	automatic	chemi	background	urban			3	-999	-999
SI	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	SI.ARSO.AQ	NET-SI002A	STA-SI0001A	SI0001A	E23	SPO-SI0001A_00010_100	SPP-SI_A_NDIR_ML	SPO_F-SI0001A_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	240	automatic	NDIR	background	urban			0	-999	-999
